Epoch 1/10
Trainbatch 42/147 Loss:tensor(3.9507)
Trainbatch 43/147 Loss:tensor(3.9507)
Trainbatch 44/147 Loss:tensor(3.9508)
Trainbatch 45/147 Loss:tensor(3.9507)
Trainbatch 46/147 Loss:tensor(3.9506)
Trainbatch 47/147 Loss:tensor(3.9506)
Trainbatch 48/147 Loss:tensor(3.9505)
Trainbatch 49/147 Loss:tensor(3.9505)
Trainbatch 50/147 Loss:tensor(3.9506)
Trainbatch 51/147 Loss:tensor(3.9506)
Trainbatch 52/147 Loss:tensor(3.9507)
Trainbatch 53/147 Loss:tensor(3.9505)
Trainbatch 54/147 Loss:tensor(3.9506)
Trainbatch 55/147 Loss:tensor(3.9508)
Trainbatch 56/147 Loss:tensor(3.9507)
Trainbatch 57/147 Loss:tensor(3.9506)
Trainbatch 58/147 Loss:tensor(3.9506)
Trainbatch 59/147 Loss:tensor(3.9507)
Trainbatch 60/147 Loss:tensor(3.9506)
Trainbatch 61/147 Loss:tensor(3.9508)
Trainbatch 62/147 Loss:tensor(3.9506)
Trainbatch 63/147 Loss:tensor(3.9507)
Trainbatch 64/147 Loss:tensor(3.9508)
Trainbatch 65/147 Loss:tensor(3.9508)
Trainbatch 66/147 Loss:tensor(3.9509)
Trainbatch 67/147 Loss:tensor(3.9506)
Trainbatch 68/147 Loss:tensor(3.9505)
Trainbatch 69/147 Loss:tensor(3.9506)
Trainbatch 70/147 Loss:tensor(3.9506)
Trainbatch 71/147 Loss:tensor(3.9508)
Trainbatch 72/147 Loss:tensor(3.9505)
Trainbatch 73/147 Loss:tensor(3.9507)
Trainbatch 74/147 Loss:tensor(3.9505)
Trainbatch 75/147 Loss:tensor(3.9506)
Trainbatch 76/147 Loss:tensor(3.9506)
Trainbatch 77/147 Loss:tensor(3.9506)
Trainbatch 78/147 Loss:tensor(3.9507)
Trainbatch 79/147 Loss:tensor(3.9509)
Trainbatch 80/147 Loss:tensor(3.9507)
Trainbatch 81/147 Loss:tensor(3.9507)
Trainbatch 82/147 Loss:tensor(3.9508)
Trainbatch 83/147 Loss:tensor(3.9507)
Trainbatch 84/147 Loss:tensor(3.9505)
Trainbatch 85/147 Loss:tensor(3.9506)
Trainbatch 86/147 Loss:tensor(3.9506)
Trainbatch 87/147 Loss:tensor(3.9509)
Trainbatch 88/147 Loss:tensor(3.9508)
Trainbatch 89/147 Loss:tensor(3.9505)
Trainbatch 90/147 Loss:tensor(3.9506)
Trainbatch 91/147 Loss:tensor(3.9506)
Trainbatch 92/147 Loss:tensor(3.9507)
Trainbatch 93/147 Loss:tensor(3.9507)
Trainbatch 94/147 Loss:tensor(3.9505)
Trainbatch 95/147 Loss:tensor(3.9508)
Trainbatch 96/147 Loss:tensor(3.9508)
Trainbatch 97/147 Loss:tensor(3.9507)
Trainbatch 98/147 Loss:tensor(3.9506)
Trainbatch 99/147 Loss:tensor(3.9508)
Trainbatch 100/147 Loss:tensor(3.9505)
Trainbatch 101/147 Loss:tensor(3.9505)
Trainbatch 102/147 Loss:tensor(3.9507)
Trainbatch 103/147 Loss:tensor(3.9506)
Trainbatch 104/147 Loss:tensor(3.9508)
Trainbatch 105/147 Loss:tensor(3.9506)
Trainbatch 106/147 Loss:tensor(3.9506)
Trainbatch 107/147 Loss:tensor(3.9506)
Trainbatch 108/147 Loss:tensor(3.9507)
Trainbatch 109/147 Loss:tensor(3.9505)
Trainbatch 110/147 Loss:tensor(3.9506)
Trainbatch 111/147 Loss:tensor(3.9506)
Trainbatch 112/147 Loss:tensor(3.9505)
Trainbatch 113/147 Loss:tensor(3.9505)
Trainbatch 114/147 Loss:tensor(3.9505)
Trainbatch 115/147 Loss:tensor(3.9506)
Trainbatch 116/147 Loss:tensor(3.9506)
Trainbatch 117/147 Loss:tensor(3.9509)
Trainbatch 118/147 Loss:tensor(3.9505)
Trainbatch 119/147 Loss:tensor(3.9504)
Trainbatch 120/147 Loss:tensor(3.9508)
Trainbatch 121/147 Loss:tensor(3.9505)
Trainbatch 122/147 Loss:tensor(3.9504)
Trainbatch 123/147 Loss:tensor(3.9506)
Trainbatch 124/147 Loss:tensor(3.9506)
Trainbatch 125/147 Loss:tensor(3.9506)
Trainbatch 126/147 Loss:tensor(3.9507)
Trainbatch 127/147 Loss:tensor(3.9507)
Trainbatch 128/147 Loss:tensor(3.9506)
Trainbatch 129/147 Loss:tensor(3.9507)
Trainbatch 130/147 Loss:tensor(3.9505)
Trainbatch 131/147 Loss:tensor(3.9505)
Trainbatch 132/147 Loss:tensor(3.9505)
Trainbatch 133/147 Loss:tensor(3.9504)
Trainbatch 134/147 Loss:tensor(3.9506)
Trainbatch 135/147 Loss:tensor(3.9505)
Trainbatch 136/147 Loss:tensor(3.9506)
Trainbatch 137/147 Loss:tensor(3.9505)
Trainbatch 138/147 Loss:tensor(3.9505)
Trainbatch 139/147 Loss:tensor(3.9506)
Trainbatch 140/147 Loss:tensor(3.9505)
Trainbatch 141/147 Loss:tensor(3.9506)
Trainbatch 142/147 Loss:tensor(3.9505)
Trainbatch 143/147 Loss:tensor(3.9508)
Trainbatch 144/147 Loss:tensor(3.9506)
Trainbatch 145/147 Loss:tensor(3.9506)
Trainbatch 146/147 Loss:tensor(3.9507)
Trainbatch 147/147 Loss:tensor(3.9506)
Testbatch 
1/29 2/29 3/29 4/29 5/29 6/29 7/29 8/29 9/29 10/29 11/29 12/29 13/29 14/29 15/29 16/29 17/29 18/29 19/29 20/29 21/29 22/29 23/29 24/29 25/29 26/29 27/29 28/29 29/29  
TestCorrect tensor(40, device='cuda:2') 1820 tensor(0, device='cuda:2')
Epoch 9/10
Trainbatch 1/147 Loss:tensor(3.9508)
Trainbatch 2/147 Loss:tensor(3.9505)
Trainbatch 3/147 Loss:tensor(3.9506)
Trainbatch 4/147 Loss:tensor(3.9505)
Trainbatch 5/147 Loss:tensor(3.9508)
Trainbatch 6/147 Loss:tensor(3.9506)
Trainbatch 7/147 Loss:tensor(3.9507)
Trainbatch 8/147 Loss:tensor(3.9506)
Trainbatch 9/147 Loss:tensor(3.9507)
Trainbatch 10/147 Loss:tensor(3.9507)
Trainbatch 11/147 Loss:tensor(3.9507)
Trainbatch 12/147 Loss:tensor(3.9507)
Trainbatch 13/147 Loss:tensor(3.9506)
Trainbatch 14/147 Loss:tensor(3.9507)
Trainbatch 15/147 Loss:tensor(3.9506)
Trainbatch 16/147 Loss:tensor(3.9508)
Trainbatch 17/147 Loss:tensor(3.9506)
Trainbatch 18/147 Loss:tensor(3.9506)
Trainbatch 19/147 Loss:tensor(3.9506)
Trainbatch 20/147 Loss:tensor(3.9506)
Trainbatch 21/147 Loss:tensor(3.9507)
Trainbatch 22/147 Loss:tensor(3.9506)
Trainbatch 23/147 Loss:tensor(3.9505)
Trainbatch 24/147 Loss:tensor(3.9506)
Trainbatch 25/147 Loss:tensor(3.9508)
Trainbatch 26/147 Loss:tensor(3.9506)
Trainbatch 27/147 Loss:tensor(3.9506)
Trainbatch 28/147 Loss:tensor(3.9507)
Trainbatch 29/147 Loss:tensor(3.9505)
Trainbatch 30/147 Loss:tensor(3.9507)
Trainbatch 31/147 Loss:tensor(3.9507)
Trainbatch 32/147 Loss:tensor(3.9507)
Trainbatch 33/147 Loss:tensor(3.9505)
Trainbatch 34/147 Loss:tensor(3.9507)
Trainbatch 35/147 Loss:tensor(3.9506)
Trainbatch 36/147 Loss:tensor(3.9508)
Trainbatch 37/147 Loss:tensor(3.9505)
Trainbatch 38/147 Loss:tensor(3.9505)
Trainbatch 39/147 Loss:tensor(3.9506)
Trainbatch 40/147 Loss:tensor(3.9505)
Trainbatch 41/147 Loss:tensor(3.9505)
Trainbatch 42/147 Loss:tensor(3.9507)
Trainbatch 43/147 Loss:tensor(3.9505)
Trainbatch 44/147 Loss:tensor(3.9506)
Trainbatch 45/147 Loss:tensor(3.9505)
Trainbatch 46/147 Loss:tensor(3.9507)
Trainbatch 47/147 Loss:tensor(3.9507)
Trainbatch 48/147 Loss:tensor(3.9505)
Trainbatch 49/147 Loss:tensor(3.9506)
Trainbatch 50/147 Loss:tensor(3.9505)
Trainbatch 51/147 Loss:tensor(3.9505)
Trainbatch 52/147 Loss:tensor(3.9507)
Trainbatch 53/147 Loss:tensor(3.9506)
Trainbatch 54/147 Loss:tensor(3.9505)
Trainbatch 55/147 Loss:tensor(3.9506)
Trainbatch 56/147 Loss:tensor(3.9505)
Trainbatch 57/147 Loss:tensor(3.9505)
Trainbatch 58/147 Loss:tensor(3.9507)
Trainbatch 59/147 Loss:tensor(3.9505)
Trainbatch 60/147 Loss:tensor(3.9505)
Trainbatch 61/147 Loss:tensor(3.9506)
Trainbatch 62/147 Loss:tensor(3.9508)
Trainbatch 63/147 Loss:tensor(3.9507)
Trainbatch 64/147 Loss:tensor(3.9506)
Trainbatch 65/147 Loss:tensor(3.9508)
Trainbatch 66/147 Loss:tensor(3.9507)
Trainbatch 67/147 Loss:tensor(3.9506)
Trainbatch 68/147 Loss:tensor(3.9506)
Trainbatch 69/147 Loss:tensor(3.9507)
Trainbatch 70/147 Loss:tensor(3.9506)
Trainbatch 71/147 Loss:tensor(3.9505)
Trainbatch 72/147 Loss:tensor(3.9505)
Trainbatch 73/147 Loss:tensor(3.9505)
Trainbatch 74/147 Loss:tensor(3.9505)
Trainbatch 75/147 Loss:tensor(3.9505)
Trainbatch 76/147 Loss:tensor(3.9506)
Trainbatch 77/147 Loss:tensor(3.9505)
Trainbatch 78/147 Loss:tensor(3.9504)
Trainbatch 79/147 Loss:tensor(3.9505)
Trainbatch 80/147 Loss:tensor(3.9505)
Trainbatch 81/147 Loss:tensor(3.9505)
Trainbatch 82/147 Loss:tensor(3.9505)
Trainbatch 83/147 Loss:tensor(3.9506)
Trainbatch 84/147 Loss:tensor(3.9506)
Trainbatch 85/147 Loss:tensor(3.9505)
Trainbatch 86/147 Loss:tensor(3.9507)
Trainbatch 87/147 Loss:tensor(3.9507)
Trainbatch 88/147 Loss:tensor(3.9506)
Trainbatch 89/147 Loss:tensor(3.9508)
Trainbatch 90/147 Loss:tensor(3.9508)
Trainbatch 91/147 Loss:tensor(3.9507)
Trainbatch 92/147 Loss:tensor(3.9505)
Trainbatch 93/147 Loss:tensor(3.9507)
Trainbatch 94/147 Loss:tensor(3.9506)
Trainbatch 95/147 Loss:tensor(3.9504)
Trainbatch 96/147 Loss:tensor(3.9506)
Trainbatch 97/147 Loss:tensor(3.9505)
Trainbatch 98/147 Loss:tensor(3.9506)
Trainbatch 99/147 Loss:tensor(3.9505)
Trainbatch 100/147 Loss:tensor(3.9506)
Trainbatch 101/147 Loss:tensor(3.9506)
Trainbatch 102/147 Loss:tensor(3.9506)
Trainbatch 103/147 Loss:tensor(3.9506)
Trainbatch 104/147 Loss:tensor(3.9505)
Trainbatch 105/147 Loss:tensor(3.9507)
Trainbatch 106/147 Loss:tensor(3.9506)
Trainbatch 107/147 Loss:tensor(3.9505)
Trainbatch 108/147 Loss:tensor(3.9505)
Trainbatch 109/147 Loss:tensor(3.9505)
Trainbatch 110/147 Loss:tensor(3.9507)
Trainbatch 111/147 Loss:tensor(3.9505)
Trainbatch 112/147 Loss:tensor(3.9506)
Trainbatch 113/147 Loss:tensor(3.9506)
Trainbatch 114/147 Loss:tensor(3.9503)
Trainbatch 115/147 Loss:tensor(3.9505)
Trainbatch 116/147 Loss:tensor(3.9504)
Trainbatch 117/147 Loss:tensor(3.9507)
Trainbatch 118/147 Loss:tensor(3.9507)
Trainbatch 119/147 Loss:tensor(3.9505)
Trainbatch 120/147 Loss:tensor(3.9504)
Trainbatch 121/147 Loss:tensor(3.9505)
Trainbatch 122/147 Loss:tensor(3.9508)
Trainbatch 123/147 Loss:tensor(3.9505)
Trainbatch 124/147 Loss:tensor(3.9504)
Trainbatch 125/147 Loss:tensor(3.9507)
Trainbatch 126/147 Loss:tensor(3.9504)
Trainbatch 127/147 Loss:tensor(3.9507)
Trainbatch 128/147 Loss:tensor(3.9506)
Trainbatch 129/147 Loss:tensor(3.9505)
Trainbatch 130/147 Loss:tensor(3.9506)
Trainbatch 131/147 Loss:tensor(3.9505)
Trainbatch 132/147 Loss:tensor(3.9506)
Trainbatch 133/147 Loss:tensor(3.9504)
Trainbatch 134/147 Loss:tensor(3.9506)
Trainbatch 135/147 Loss:tensor(3.9505)
Trainbatch 136/147 Loss:tensor(3.9506)
Trainbatch 137/147 Loss:tensor(3.9506)
Trainbatch 138/147 Loss:tensor(3.9507)
Trainbatch 139/147 Loss:tensor(3.9505)
Trainbatch 140/147 Loss:tensor(3.9504)
Trainbatch 141/147 Loss:tensor(3.9507)
Trainbatch 142/147 Loss:tensor(3.9506)
Trainbatch 143/147 Loss:tensor(3.9505)
Trainbatch 144/147 Loss:tensor(3.9505)
Trainbatch 145/147 Loss:tensor(3.9506)
Trainbatch 146/147 Loss:tensor(3.9504)
Trainbatch 147/147 Loss:tensor(3.9507)
Testbatch 
1/29 2/29 3/29 4/29 5/29 6/29 7/29 8/29 9/29 10/29 11/29 12/29 13/29 14/29 15/29 16/29 17/29 18/29 19/29 20/29 21/29 22/29 23/29 24/29 25/29 26/29 27/29 28/29 29/29  
TestCorrect tensor(40, device='cuda:2') 1820 tensor(0, device='cuda:2')
Epoch 10/10
Trainbatch 1/147 Loss:tensor(3.9505)
Trainbatch 2/147 Loss:tensor(3.9506)
Trainbatch 3/147 Loss:tensor(3.9506)
Trainbatch 4/147 Loss:tensor(3.9506)
Trainbatch 5/147 Loss:tensor(3.9506)
Trainbatch 6/147 Loss:tensor(3.9506)
Trainbatch 7/147 Loss:tensor(3.9505)
Trainbatch 8/147 Loss:tensor(3.9506)
Trainbatch 9/147 Loss:tensor(3.9505)
Trainbatch 10/147 Loss:tensor(3.9506)
Trainbatch 11/147 Loss:tensor(3.9504)
Trainbatch 12/147 Loss:tensor(3.9503)
Trainbatch 13/147 Loss:tensor(3.9505)
Trainbatch 14/147 Loss:tensor(3.9506)
Trainbatch 15/147 Loss:tensor(3.9504)
Trainbatch 16/147 Loss:tensor(3.9506)
Trainbatch 17/147 Loss:tensor(3.9505)
Trainbatch 18/147 Loss:tensor(3.9507)
Trainbatch 19/147 Loss:tensor(3.9503)
Trainbatch 20/147 Loss:tensor(3.9505)
Trainbatch 21/147 Loss:tensor(3.9505)
Trainbatch 22/147 Loss:tensor(3.9504)
Trainbatch 23/147 Loss:tensor(3.9505)
Trainbatch 24/147 Loss:tensor(3.9505)
Trainbatch 25/147 Loss:tensor(3.9507)
Trainbatch 26/147 Loss:tensor(3.9505)
Trainbatch 27/147 Loss:tensor(3.9504)
Trainbatch 28/147 Loss:tensor(3.9504)
Trainbatch 29/147 Loss:tensor(3.9504)
Trainbatch 30/147 Loss:tensor(3.9504)
Trainbatch 31/147 Loss:tensor(3.9505)
Trainbatch 32/147 Loss:tensor(3.9505)
Trainbatch 33/147 Loss:tensor(3.9507)
Trainbatch 34/147 Loss:tensor(3.9506)
Trainbatch 35/147 Loss:tensor(3.9507)
Trainbatch 36/147 Loss:tensor(3.9504)
Trainbatch 37/147 Loss:tensor(3.9504)
Trainbatch 38/147 Loss:tensor(3.9506)
Trainbatch 39/147 Loss:tensor(3.9505)
Trainbatch 40/147 Loss:tensor(3.9507)
Trainbatch 41/147 Loss:tensor(3.9505)
Trainbatch 42/147 Loss:tensor(3.9505)
Trainbatch 43/147 Loss:tensor(3.9507)
Trainbatch 44/147 Loss:tensor(3.9504)
Trainbatch 45/147 Loss:tensor(3.9509)
Trainbatch 46/147 Loss:tensor(3.9507)
Trainbatch 47/147 Loss:tensor(3.9505)
Trainbatch 48/147 Loss:tensor(3.9504)
Trainbatch 49/147 Loss:tensor(3.9508)
Trainbatch 50/147 Loss:tensor(3.9504)
Trainbatch 51/147 Loss:tensor(3.9506)
Trainbatch 52/147 Loss:tensor(3.9509)
Trainbatch 53/147 Loss:tensor(3.9506)
Trainbatch 54/147 Loss:tensor(3.9506)
Trainbatch 55/147 Loss:tensor(3.9505)
Trainbatch 56/147 Loss:tensor(3.9506)
Trainbatch 57/147 Loss:tensor(3.9506)
Trainbatch 58/147 Loss:tensor(3.9504)
Trainbatch 59/147 Loss:tensor(3.9506)
Trainbatch 60/147 Loss:tensor(3.9506)
Trainbatch 61/147 Loss:tensor(3.9505)
Trainbatch 62/147 Loss:tensor(3.9505)
Trainbatch 63/147 Loss:tensor(3.9505)
Trainbatch 64/147 Loss:tensor(3.9506)
Trainbatch 65/147 Loss:tensor(3.9505)
Trainbatch 66/147 Loss:tensor(3.9505)
Trainbatch 67/147 Loss:tensor(3.9505)
Trainbatch 68/147 Loss:tensor(3.9504)
Trainbatch 69/147 Loss:tensor(3.9506)
Trainbatch 70/147 Loss:tensor(3.9507)
Trainbatch 71/147 Loss:tensor(3.9504)
Trainbatch 72/147 Loss:tensor(3.9503)
Trainbatch 73/147 Loss:tensor(3.9505)
Trainbatch 74/147 Loss:tensor(3.9506)
Trainbatch 75/147 Loss:tensor(3.9506)
Trainbatch 76/147 Loss:tensor(3.9505)
Trainbatch 77/147 Loss:tensor(3.9505)
Trainbatch 78/147 Loss:tensor(3.9505)
Trainbatch 79/147 Loss:tensor(3.9505)
Trainbatch 80/147 Loss:tensor(3.9508)
Trainbatch 81/147 Loss:tensor(3.9506)
Trainbatch 82/147 Loss:tensor(3.9505)
Trainbatch 83/147 Loss:tensor(3.9505)
Trainbatch 84/147 Loss:tensor(3.9506)
Trainbatch 85/147 Loss:tensor(3.9505)
Trainbatch 86/147 Loss:tensor(3.9506)
Trainbatch 87/147 Loss:tensor(3.9506)
Trainbatch 88/147 Loss:tensor(3.9506)
Trainbatch 89/147 Loss:tensor(3.9506)
Trainbatch 90/147 Loss:tensor(3.9506)
Trainbatch 91/147 Loss:tensor(3.9506)
Trainbatch 92/147 Loss:tensor(3.9504)
Trainbatch 93/147 Loss:tensor(3.9505)
Trainbatch 94/147 Loss:tensor(3.9507)
Trainbatch 95/147 Loss:tensor(3.9504)
Trainbatch 96/147 Loss:tensor(3.9506)
Trainbatch 97/147 Loss:tensor(3.9505)
Trainbatch 98/147 Loss:tensor(3.9506)
Trainbatch 99/147 Loss:tensor(3.9507)
Trainbatch 100/147 Loss:tensor(3.9507)
Trainbatch 101/147 Loss:tensor(3.9507)
Trainbatch 102/147 Loss:tensor(3.9506)
Trainbatch 103/147 Loss:tensor(3.9506)
Trainbatch 104/147 Loss:tensor(3.9506)
Trainbatch 105/147 Loss:tensor(3.9505)
Trainbatch 106/147 Loss:tensor(3.9504)
Trainbatch 107/147 Loss:tensor(3.9507)
Trainbatch 108/147 Loss:tensor(3.9506)
Trainbatch 109/147 Loss:tensor(3.9504)
Trainbatch 110/147 Loss:tensor(3.9505)
Trainbatch 111/147 Loss:tensor(3.9505)
Trainbatch 112/147 Loss:tensor(3.9504)
Trainbatch 113/147 Loss:tensor(3.9505)
Trainbatch 114/147 Loss:tensor(3.9507)
Trainbatch 115/147 Loss:tensor(3.9505)
Trainbatch 116/147 Loss:tensor(3.9504)
Trainbatch 117/147 Loss:tensor(3.9506)
Trainbatch 118/147 Loss:tensor(3.9506)
Trainbatch 119/147 Loss:tensor(3.9505)
Trainbatch 120/147 Loss:tensor(3.9504)
Trainbatch 121/147 Loss:tensor(3.9505)
Trainbatch 122/147 Loss:tensor(3.9505)
Trainbatch 123/147 Loss:tensor(3.9507)
Trainbatch 124/147 Loss:tensor(3.9506)
Trainbatch 125/147 Loss:tensor(3.9504)
Trainbatch 126/147 Loss:tensor(3.9502)
Trainbatch 127/147 Loss:tensor(3.9506)
Trainbatch 128/147 Loss:tensor(3.9504)
Trainbatch 129/147 Loss:tensor(3.9505)
Trainbatch 130/147 Loss:tensor(3.9506)
Trainbatch 131/147 Loss:tensor(3.9505)
Trainbatch 132/147 Loss:tensor(3.9505)
Trainbatch 133/147 Loss:tensor(3.9506)
Trainbatch 134/147 Loss:tensor(3.9505)
Trainbatch 135/147 Loss:tensor(3.9506)
Trainbatch 136/147 Loss:tensor(3.9508)
Trainbatch 137/147 Loss:tensor(3.9505)
Trainbatch 138/147 Loss:tensor(3.9504)
Trainbatch 139/147 Loss:tensor(3.9506)
Trainbatch 140/147 Loss:tensor(3.9503)
Trainbatch 141/147 Loss:tensor(3.9506)
Trainbatch 142/147 Loss:tensor(3.9507)
Trainbatch 143/147 Loss:tensor(3.9505)
Trainbatch 144/147 Loss:tensor(3.9505)
Trainbatch 145/147 Loss:tensor(3.9505)
Trainbatch 146/147 Loss:tensor(3.9506)
Trainbatch 147/147 Loss:tensor(3.9505)
Testbatch 
1/29 2/29 3/29 4/29 5/29 6/29 7/29 8/29 9/29 10/29 11/29 12/29 13/29 14/29 15/29 16/29 17/29 18/29 19/29 20/29 21/29 22/29 23/29 24/29 25/29 26/29 27/29 28/29 29/29  
TestCorrect tensor(40, device='cuda:2') 1820 tensor(0, device='cuda:2')
